id,schema_version,status,source_id,entity_id,kind,language,name,script,source_locator,valid_from,valid_to
ALS-4681BB3916AD509F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-62511999,official_variant,fr,El Habaïla,Latn,ADM4 row / research sector code 62511999; dated ADM3 parent 6251,,
ALS-46940631719F5431,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1163103,official_variant,fr,El Foula,Latn,ADM4 row / research sector code 1163103; dated ADM3 parent 1163,,
ALS-46A2540DC47D5208,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42591530,official_variant,fr,Boulahnech,Latn,ADM4 row / research sector code 42591530; dated ADM3 parent 4259,,
ALS-46B2119ED72551EA,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-DB05A1325AE3,official_variant,fr,Sidi Bouzid Ouest,Latn,ADM3 row / dated 264-delegation research code 4351,,
ALS-46C0A433AA185C01,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43561624,official_variant,fr,El Mansoura Est,Latn,ADM4 row / research sector code 43561624; dated ADM3 parent 4356,,
ALS-46C5F027B5075A32,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-3CEADA31C198,official_variant,fr,Bargou,Latn,ADM3 row / dated 264-delegation research code 2460,,
ALS-46CA23E046A158A6,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1727,official_variant,fr,El Hchachna,Latn,January 2024 workbook row: governorate 17; municipality code 1727,,
ALS-46E913AD924951FE,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-QADA-2E0CD2DCACD6,transliteration,en,Hisban,Latn,"Regulation No. 46 of 2000, Article 4; Qada حسبان clause under Liwa ناعور",,
ALS-46EB18B719415527,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-6EFE1FF87CAA,official_variant,fr,Zarzis,Latn,ADM3 row / dated 264-delegation research code 5255,,
ALS-47003C8A4E105ED8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-4021556E2BEF,official_variant,fr,Ghezala,Latn,ADM3 row / dated 264-delegation research code 1757,,
ALS-47162ABB5C2B5313,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3237,official_variant,fr,Touza,Latn,January 2024 workbook row: governorate 32; municipality code 3237,,
ALS-472053A383EB55FD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-62542022,official_variant,fr,El Khadar Ben Houssine,Latn,ADM4 row / research sector code 62542022; dated ADM3 parent 6254,,
ALS-4732535ECECE5264,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33511138,official_variant,fr,El Hekaima Est,Latn,ADM4 row / research sector code 33511138; dated ADM3 parent 3351,,
ALS-47329A9B92B45C0A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51541706,official_variant,fr,Ghanouche Nord,Latn,ADM4 row / research sector code 51541706; dated ADM3 parent 5154,,
ALS-47750F19FA0C547A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52551814,official_variant,fr,El Ogla,Latn,ADM4 row / research sector code 52551814; dated ADM3 parent 5255,,
ALS-47CB03CAC9745B67,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1167119,official_variant,fr,Sidi Mansour,Latn,ADM4 row / research sector code 1167119; dated ADM3 parent 1167,,
ALS-47D4C8D5DAA6540F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-6417F8B088EB,official_variant,fr,Ksar Helal,Latn,ADM3 row / dated 264-delegation research code 3261,,
ALS-47E1D79F530B55A6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2356817,official_variant,fr,Kalaat Snan,Latn,ADM4 row / research sector code 2356817; dated ADM3 parent 2356,,
ALS-47F2ED1CE2565618,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1454306,official_variant,fr,El Bassatine,Latn,ADM4 row / research sector code 1454306; dated ADM3 parent 1454,,
ALS-47F8753204A859AC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2253701,official_variant,fr,Bou Salem Sud,Latn,ADM4 row / research sector code 2253701; dated ADM3 parent 2253,,
ALS-48117FE920D55530,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43611671,official_variant,fr,Essaïda Sud,Latn,ADM4 row / research sector code 43611671; dated ADM3 parent 4361,,
ALS-482F72261AC25831,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41561413,official_variant,fr,Haffouz Centre,Latn,ADM4 row / research sector code 41561413; dated ADM3 parent 4156,,
ALS-48335EB788F053C2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1757531,official_variant,fr,Dheouaouda,Latn,ADM4 row / research sector code 1757531; dated ADM3 parent 1757,,
ALS-4858B84159B15AEF,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1617,official_variant,fr,Saouaf,Latn,January 2024 workbook row: governorate 16; municipality code 1617,,
ALS-4861B5954DC059DB,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-QADA-328AC9B89EA6,transliteration,en,Al-Manshiyah,Latn,"Regulation No. 46 of 2000, Article 10; Qada المنشية clause under Liwa قصبة المفرق",,
ALS-48647194050A50E1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-53521869,official_variant,fr,Gharghar,Latn,ADM4 row / research sector code 53521869; dated ADM3 parent 5352,,
ALS-4872EE8D4B65519B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3158984,official_variant,fr,Essed Sud,Latn,ADM4 row / research sector code 3158984; dated ADM3 parent 3158,,
ALS-4891AA2287A75B48,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116070,official_variant,fr,Le Bardo Nord,Latn,ADM4 row / research sector code 116070; dated ADM3 parent 1160,,
ALS-489999218730590F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41561415,official_variant,fr,Oued El Jebbès,Latn,ADM4 row / research sector code 41561415; dated ADM3 parent 4156,,
ALS-48A6DB9CBAE05D3E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-0B11B353C556,official_variant,fr,Cité El Khadhra,Latn,ADM3 row / dated 264-delegation research code 1159,,
ALS-48ECBD7BC35754BC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34561266,official_variant,fr,Tina,Latn,ADM4 row / research sector code 34561266; dated ADM3 parent 3456,,
ALS-48F7AD52C72D573D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41531380,official_variant,fr,Jaouaouda,Latn,ADM4 row / research sector code 41531380; dated ADM3 parent 4153,,
ALS-4911A67A9E205A0D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-40F8C393FB98,official_variant,fr,Kef Ouest,Latn,ADM3 row / dated 264-delegation research code 2351,,
ALS-4936627A7A1E5E5E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42631571,official_variant,fr,Grouâ El Jedra,Latn,ADM4 row / research sector code 42631571; dated ADM3 parent 4263,,
ALS-495E6A58E54A5DED,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2354799,official_variant,fr,Aïn Mazer,Latn,ADM4 row / research sector code 2354799; dated ADM3 parent 2354,,
ALS-497A9873B53456FF,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1519,official_variant,fr,Menzel Horr,Latn,January 2024 workbook row: governorate 15; municipality code 1519,,
ALS-49842F8590625B39,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32551075,official_variant,fr,Hatem,Latn,ADM4 row / research sector code 32551075; dated ADM3 parent 3255,,
ALS-498F01353029506C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33531156,official_variant,fr,Meharza Nord,Latn,ADM4 row / research sector code 33531156; dated ADM3 parent 3353,,
ALS-4993DF1B15565600,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52561823,official_variant,fr,Essouani,Latn,ADM4 row / research sector code 52561823; dated ADM3 parent 5256,,
ALS-499E411F5E3E559F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2351773,official_variant,fr,Oued Remel Nord,Latn,ADM4 row / research sector code 2351773; dated ADM3 parent 2351,,
ALS-499F572EBC0F5DCA,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1762561,official_variant,fr,Menzel Djemil Est,Latn,ADM4 row / research sector code 1762561; dated ADM3 parent 1762,,
ALS-49A43059B1D056A1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-53551899,official_variant,fr,El Ferch,Latn,ADM4 row / research sector code 53551899; dated ADM3 parent 5355,,
ALS-49C89C9F5EF75250,2.0.0,current,SRC-ISO-3166-1-2020,ENT-IQ-COUNTRY,english,en,Iraq,Latn,ISO alpha-2 entry IQ,,
ALS-49EE7550F232555C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43561620,official_variant,fr,Errabta,Latn,ADM4 row / research sector code 43561620; dated ADM3 parent 4356,,
ALS-4A0903F1A02A50E1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-E8F02D6B4EF9,official_variant,fr,Kalaâ Seghira,Latn,ADM3 row / dated 264-delegation research code 3165,,
ALS-4A1FFADFA9DC55E8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2155635,official_variant,fr,Aïn El Melliti,Latn,ADM4 row / research sector code 2155635; dated ADM3 parent 2155,,
ALS-4A20F34EE8EB5310,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1561389,official_variant,fr,Ech-Cherifet,Latn,ADM4 row / research sector code 1561389; dated ADM3 parent 1561,,
ALS-4A3C5698E78351CC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1654457,official_variant,fr,El Fahs,Latn,ADM4 row / research sector code 1654457; dated ADM3 parent 1654,,
ALS-4A500742EE905FE9,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3428,official_variant,fr,El Aouabed-Khazanet,Latn,January 2024 workbook row: governorate 34; municipality code 3428,,
ALS-4A52024EAB7351F3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-14FA2AE0C064,official_variant,fr,Hammam Sousse,Latn,ADM3 row / dated 264-delegation research code 3155,,
ALS-4A58DB8E76325B76,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51571731,official_variant,fr,Bou Attouch,Latn,ADM4 row / research sector code 51571731; dated ADM3 parent 5157,,
ALS-4A87F3626371517B,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-4117,official_variant,fr,El Alâa,Latn,January 2024 workbook row: governorate 41; municipality code 4117,,
ALS-4A974E12D579558A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33601202,official_variant,fr,Sidi Alouane Ouest,Latn,ADM4 row / research sector code 33601202; dated ADM3 parent 3360,,
ALS-4AA2A00641625D5C,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-6215,official_variant,fr,Tameghza,Latn,January 2024 workbook row: governorate 62; municipality code 6215,,
ALS-4AD72F36CA3358AF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1257206,official_variant,fr,15 Octobre,Latn,ADM4 row / research sector code 1257206; dated ADM3 parent 1257,,
ALS-4ADE81FDEAD954DE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52521774,official_variant,fr,Bou-Ghrara,Latn,ADM4 row / research sector code 52521774; dated ADM3 parent 5252,,
ALS-4B1280263CDD55AC,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-9308C52B1EFC,transliteration,en,Northwestern Badia,Latn,"Regulation No. 46 of 2000, Article 10; Liwa البادية الشمالية الغربية clause",,
ALS-4B1E5E5BC3D05E4D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41521365,official_variant,fr,El Mansoura Sud,Latn,ADM4 row / research sector code 41521365; dated ADM3 parent 4152,,
ALS-4B3E41A91A4D5F7D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2258758,official_variant,fr,Dkhaïlia,Latn,ADM4 row / research sector code 2258758; dated ADM3 parent 2258,,
ALS-4B46CE53BA8E5C0D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42561504,official_variant,fr,Sbiba,Latn,ADM4 row / research sector code 42561504; dated ADM3 parent 4256,,
ALS-4B8C676B69B4561A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31611009,official_variant,fr,Essafha,Latn,ADM4 row / research sector code 31611009; dated ADM3 parent 3161,,
ALS-4B8FA986478453E0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-E8E567F03E9D,official_variant,fr,Tibar,Latn,ADM3 row / dated 264-delegation research code 2156,,
ALS-4B91CB1C60385E9A,2.0.0,current,SRC-JO-REGULATION-29-2024,ENT-JO-LIWA-C95536C75A5C,transliteration,en,Bal'ama,Latn,Regulation No. 29 of 2024; replacement clause creating or promoting Liwa بلعما,,
ALS-4BA42827FEB251E0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41511355,official_variant,fr,Keblia Nord,Latn,ADM4 row / research sector code 41511355; dated ADM3 parent 4151,,
ALS-4BA67A28FA205D4E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43611662,official_variant,fr,Gouleb,Latn,ADM4 row / research sector code 43611662; dated ADM3 parent 4361,,
ALS-4BC3FE3D83C3587B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31641044,official_variant,fr,Messâdine,Latn,ADM4 row / research sector code 31641044; dated ADM3 parent 3164,,
ALS-4BDB7FD873D458FF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2153606,official_variant,fr,Sabah,Latn,ADM4 row / research sector code 2153606; dated ADM3 parent 2153,,
ALS-4BE63A4E61AC5627,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3211,official_variant,fr,Monastir,Latn,January 2024 workbook row: governorate 32; municipality code 3211,,
ALS-4BF125DB3ADE5CF7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2456902,official_variant,fr,El Krib Gare,Latn,ADM4 row / research sector code 2456902; dated ADM3 parent 2456,,
ALS-4C0322E641C3536E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-FFE2346B14CF,official_variant,fr,Tinja,Latn,ADM3 row / dated 264-delegation research code 1759,,
ALS-4C13A9AB9DEE53F6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1757537,official_variant,fr,Sidi Mansour,Latn,ADM4 row / research sector code 1757537; dated ADM3 parent 1757,,
ALS-4C214AFF85795DBB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43591646,official_variant,fr,Erremelia,Latn,ADM4 row / research sector code 43591646; dated ADM3 parent 4359,,
ALS-4C2C1F93FE1C5FF9,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1653444,official_variant,fr,Bir Mchergua,Latn,ADM4 row / research sector code 1653444; dated ADM3 parent 1653,,
ALS-4C2FDE47845E5846,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63552058,official_variant,fr,Nouil Nord,Latn,ADM4 row / research sector code 63552058; dated ADM3 parent 6355,,
ALS-4C347B6B816B5A71,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42551496,official_variant,fr,Ech-Charaya,Latn,ADM4 row / research sector code 42551496; dated ADM3 parent 4255,,
ALS-4C6730B229485379,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115928,official_variant,fr,Ech Charguia,Latn,ADM4 row / research sector code 115928; dated ADM3 parent 1159,,
ALS-4C67B6B1F1F25CE4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-53541888,official_variant,fr,Bir Lahmar Est,Latn,ADM4 row / research sector code 53541888; dated ADM3 parent 5354,,
ALS-4C6FC8156CF45135,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52511758,official_variant,fr,2 Mai,Latn,ADM4 row / research sector code 52511758; dated ADM3 parent 5251,,
ALS-4C97DDDDC03053F9,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32521061,official_variant,fr,Sidi Bou Othman,Latn,ADM4 row / research sector code 32521061; dated ADM3 parent 3252,,
ALS-4CAF79E838C3525D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1758541,official_variant,fr,Cite Etthaoura,Latn,ADM4 row / research sector code 1758541; dated ADM3 parent 1758,,
ALS-4CAFBBBE47935C36,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-11621482,official_variant,fr,Ezzouhour Ouest (2),Latn,ADM4 row / research sector code 11621482; dated ADM3 parent 4253,,
ALS-4CB2AEBEB84651C5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-DEB9F3EFCD2D,official_variant,fr,Kebeli Nord,Latn,ADM3 row / dated 264-delegation research code 6352,,
ALS-4CB582C7DA795160,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41531385,official_variant,fr,Hammed,Latn,ADM4 row / research sector code 41531385; dated ADM3 parent 4153,,
ALS-4CCA69C763E25670,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61521923,official_variant,fr,El Amaïma,Latn,ADM4 row / research sector code 61521923; dated ADM3 parent 6152,,
ALS-4CF17B5B56475AE8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3159990,official_variant,fr,Hergla,Latn,ADM4 row / research sector code 3159990; dated ADM3 parent 3159,,
ALS-4CF56B70BD8E568F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32591107,official_variant,fr,El Baghdadi,Latn,ADM4 row / research sector code 32591107; dated ADM3 parent 3259,,
ALS-4CFF193E8D0A52C4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42631565,official_variant,fr,Majel Bel Abbes Nord,Latn,ADM4 row / research sector code 42631565; dated ADM3 parent 4263,,
ALS-4D1E5FACE6D456B6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33511139,official_variant,fr,Hekaima Ouest,Latn,ADM4 row / research sector code 33511139; dated ADM3 parent 3351,,
ALS-4D5F5FEB58FA58F3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-6027493801C5,official_variant,fr,El Omrane,Latn,ADM3 row / dated 264-delegation research code 1155,,
ALS-4D67578991175A9F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1357236,official_variant,fr,Ez-Zahra Ville,Latn,ADM4 row / research sector code 1357236; dated ADM3 parent 1357,,
ALS-4D7C6D3B881E5C43,2.0.0,current,SRC-UNESCO-WHC-TN-2026,ENT-TN-SITE-MEDINA-TUNIS,english,en,Medina of Tunis,Latn,World Heritage property 36,,
ALS-4D7CB54DAEA65324,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31621018,official_variant,fr,Bechachma,Latn,ADM4 row / research sector code 31621018; dated ADM3 parent 3162,,
ALS-4D7D1BFA904C58AB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1169139,official_variant,fr,Khéireddine,Latn,ADM4 row / research sector code 1169139; dated ADM3 parent 1169,,
ALS-4D7E92301C385553,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3328,official_variant,fr,Zalba,Latn,January 2024 workbook row: governorate 33; municipality code 3328,,
ALS-4D83527E50F957DB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-9AB968FD4EE0,official_variant,fr,Thala,Latn,ADM3 row / dated 264-delegation research code 4259,,
ALS-4D8CB165BCBA58B0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32511051,official_variant,fr,EL Medina 2,Latn,ADM4 row / research sector code 32511051; dated ADM3 parent 3251,,
ALS-4D99321BA2965BA9,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-53511859,official_variant,fr,Gattoufa,Latn,ADM4 row / research sector code 53511859; dated ADM3 parent 5351,,
ALS-4DC5580F43DC55F1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42541486,official_variant,fr,El Hechim,Latn,ADM4 row / research sector code 42541486; dated ADM3 parent 4254,,
ALS-4DF524A19822564A,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1417,official_variant,fr,Djedaida,Latn,January 2024 workbook row: governorate 14; municipality code 1417,,
ALS-4E006BC1AA475D52,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3424,official_variant,fr,Skhira,Latn,January 2024 workbook row: governorate 34; municipality code 3424,,
ALS-4E0D1060BBEC5AA0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-C12FC68E8013,official_variant,fr,Beni Khalled,Latn,ADM3 row / dated 264-delegation research code 1563,,
ALS-4E0E4E3680865F87,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61551951,official_variant,fr,Daouara,Latn,ADM4 row / research sector code 61551951; dated ADM3 parent 6155,,
ALS-4E1640F589795F3B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-05852EF74252,official_variant,fr,Djebeniana,Latn,ADM3 row / dated 264-delegation research code 3458,,
ALS-4E23BDC3999255F4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-AD509F0A9D79,official_variant,fr,Cebalet Ouled Asker,Latn,ADM3 row / dated 264-delegation research code 4354,,
ALS-4E454D29428257CD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3160998,official_variant,fr,Ouled Abdellah,Latn,ADM4 row / research sector code 3160998; dated ADM3 parent 3160,,
ALS-4E53FDA72FE75ADE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3155970,official_variant,fr,El Gharabi,Latn,ADM4 row / research sector code 3155970; dated ADM3 parent 3155,,
ALS-4E69DD2F80E35EE8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-5BAD0A66CCEB,official_variant,fr,El Hamma,Latn,ADM3 row / dated 264-delegation research code 5157,,
ALS-4E7EBAEFD5E1522E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42521476,official_variant,fr,Bouzguam,Latn,ADM4 row / research sector code 42521476; dated ADM3 parent 4252,,
ALS-4EB9EE2D17F65F54,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-D592FC6CD4D2,official_variant,fr,El Kabaria,Latn,ADM3 row / dated 264-delegation research code 1166,,
ALS-4EBCABF7E78C5D82,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2354803,official_variant,fr,Sidi Rabeh,Latn,ADM4 row / research sector code 2354803; dated ADM3 parent 2354,,
ALS-4ED0197546455E6C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41531386,official_variant,fr,El Karma,Latn,ADM4 row / research sector code 41531386; dated ADM3 parent 4153,,
ALS-4EEDD1CFB9435DBF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63562061,official_variant,fr,Sabria Est,Latn,ADM4 row / research sector code 63562061; dated ADM3 parent 6356,,
ALS-4F11B0F146615ECA,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1560385,official_variant,fr,El Arima,Latn,ADM4 row / research sector code 1560385; dated ADM3 parent 1560,,
ALS-4F11F9AA9F025577,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43511581,official_variant,fr,Ennasr,Latn,ADM4 row / research sector code 43511581; dated ADM3 parent 4351,,
ALS-4F7111CAFB445D75,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1757533,official_variant,fr,Ouled El May,Latn,ADM4 row / research sector code 1757533; dated ADM3 parent 1757,,
ALS-4F8F5E58989E5D89,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-5212,official_variant,fr,Beni Khedache,Latn,January 2024 workbook row: governorate 52; municipality code 5212,,
ALS-4F90E769F5F451F5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2153600,official_variant,fr,Zahret Medien,Latn,ADM4 row / research sector code 2153600; dated ADM3 parent 2153,,
ALS-4F948A168D4C55D6,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1535,official_variant,fr,Fondek Ejedid - Es Selten,Latn,January 2024 workbook row: governorate 15; municipality code 1535,,
ALS-4F967DB4BB2E526A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116075,official_variant,fr,Khaznadar,Latn,ADM4 row / research sector code 116075; dated ADM3 parent 1160,,
ALS-4F96AD7EE0985964,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116397,official_variant,fr,El Hraïria,Latn,ADM4 row / research sector code 116397; dated ADM3 parent 1163,,
ALS-4FB89411113C5BBD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2452873,official_variant,fr,Sidi Hmada,Latn,ADM4 row / research sector code 2452873; dated ADM3 parent 2452,,
ALS-4FBB0A1E6FDE5E57,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-148C846991C4,official_variant,fr,Djoumine,Latn,ADM3 row / dated 264-delegation research code 1755,,
ALS-4FD6091FC6AB575B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1152117,official_variant,fr,Sidi Boumendil,Latn,ADM4 row / research sector code 1152117; dated ADM3 parent 1152,,
ALS-4FDF267AA33B5E28,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-08BF6BF26FFF,official_variant,fr,Gafsa Nord,Latn,ADM3 row / dated 264-delegation research code 6151,,
ALS-5021143B8C0C5A11,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43521584,official_variant,fr,Faiedh,Latn,ADM4 row / research sector code 43521584; dated ADM3 parent 4352,,
ALS-50307382D4A25F54,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1164124,official_variant,fr,Borj-Chakir,Latn,ADM4 row / research sector code 1164124; dated ADM3 parent 1164,,
