id,schema_version,status,source_id,child_id,confidence,notes,parent_id,relationship_type,source_locator,valid_from,valid_to,verification_status
REL-4DDA9696286B59C5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-11513,high,,ENT-TN-DELEGATION-CEF958458571,administrative_parent,ADM4 row / research sector code 11513; dated ADM3 parent 1151,,,verified
REL-4DECA0BFBD2F5456,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34631320,high,,ENT-TN-DELEGATION-17B9E0494EC7,administrative_parent,ADM4 row / research sector code 34631320; dated ADM3 parent 3463,,,verified
REL-4DF16D715F8C5430,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63562062,high,,ENT-TN-DELEGATION-46FFC1059453,administrative_parent,ADM4 row / research sector code 63562062; dated ADM3 parent 6356,,,verified
REL-4E1167BE84205508,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115313,high,,ENT-TN-DELEGATION-FE7ADA16AB50,administrative_parent,ADM4 row / research sector code 115313; dated ADM3 parent 1153,,,verified
REL-4E3846D260265C56,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1525,high,,ENT-TN-GOVERNORATE-EA30E853F598,administrative_parent,January 2024 workbook row: governorate 15; municipality code 1525,,,verified
REL-4E43D074D0D257EA,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1357239,high,,ENT-TN-DELEGATION-0E56BD3D1B3A,administrative_parent,ADM4 row / research sector code 1357239; dated ADM3 parent 1357,,,verified
REL-4E461DBFEAF7576E,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-2211,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-819F7F2E27F9,boundary_intersects,"sector evidence rows: 2251678,2251679,2251680,2251681,2251682,2251683,2251687,2251688",,,source_verified
REL-4E4AE386969F55B0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1753498,high,,ENT-TN-DELEGATION-529F20CCEFFA,administrative_parent,ADM4 row / research sector code 1753498; dated ADM3 parent 1753,,,verified
REL-4E74EAA58F665EAB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1161134,high,,ENT-TN-DELEGATION-9BE55C4562EE,administrative_parent,ADM4 row / research sector code 1161134; dated ADM3 parent 1161,,,verified
REL-4E9674AF103451B1,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-C3D864A11155,high,,ENT-JO-GOVERNORATE-644B08430E58,administrative_parent,"Regulation No. 46 of 2000, Article 4; Liwa ماركا clause",,,verified
REL-4EE6E936956153FE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-E45902371203,high,,ENT-TN-GOVERNORATE-47F772AA4A84,administrative_parent,ADM3 row / dated 264-delegation research code 4362,,,verified
REL-4EEB0640F83958C1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-C12FC68E8013,high,,ENT-TN-GOVERNORATE-EA30E853F598,administrative_parent,ADM3 row / dated 264-delegation research code 1563,,,verified
REL-4F1ACE319C67513A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43571630,high,,ENT-TN-DELEGATION-69C4DE6E547E,administrative_parent,ADM4 row / research sector code 43571630; dated ADM3 parent 4357,,,verified
REL-4F1B56F02A52504B,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3432,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-17B9E0494EC7,boundary_intersects,"sector evidence rows: 34631318,34631319,34631320,34631321,34631328",,,source_verified
REL-4F257DB6B75254DE,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-1A0681D3D403,high,,ENT-JO-GOVERNORATE-59A1DEF0AA35,administrative_parent,"Regulation No. 46 of 2000, Article 5; Liwa الكورة clause",,,verified
REL-4F2BDDC63DCA5543,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1170148,high,,ENT-TN-DELEGATION-2576985BFCE5,administrative_parent,ADM4 row / research sector code 1170148; dated ADM3 parent 1170,,,verified
REL-4F32BFB976115A12,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1656474,high,,ENT-TN-DELEGATION-88077D99D243,administrative_parent,ADM4 row / research sector code 1656474; dated ADM3 parent 1656,,,verified
REL-4F4E8044A4115DB3,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1415,high,,ENT-TN-GOVERNORATE-CC06DF550344,administrative_parent,January 2024 workbook row: governorate 14; municipality code 1415,,,verified
REL-4F635414B1425B80,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-4120,high,,ENT-TN-GOVERNORATE-D28A09D558AD,administrative_parent,January 2024 workbook row: governorate 41; municipality code 4120,,,verified
REL-4F6483A2421D5096,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34611302,high,,ENT-TN-DELEGATION-0B9CE76F3AD6,administrative_parent,ADM4 row / research sector code 34611302; dated ADM3 parent 3461,,,verified
REL-4F6576A8D6EC5494,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-4117,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-5E9C54B26170,boundary_intersects,"sector evidence rows: 41571422,41571423,41571424,41571425,41571426,41571427,41571428,41571429,41571430",,,source_verified
REL-4F66B4B8F1C157DF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2255728,high,,ENT-TN-DELEGATION-3D8C44AF7D14,administrative_parent,ADM4 row / research sector code 2255728; dated ADM3 parent 2255,,,verified
REL-4F752252EE635974,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-8CAB25CD1628,high,,ENT-TN-GOVERNORATE-CC06DF550344,administrative_parent,ADM3 row / dated 264-delegation research code 1458,,,verified
REL-4FA6BBF21A2451E2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51511687,high,,ENT-TN-DELEGATION-7075A1113804,administrative_parent,ADM4 row / research sector code 51511687; dated ADM3 parent 5151,,,verified
REL-4FB03AD8F92C5DC2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34661344,high,,ENT-TN-DELEGATION-E83D07EB9C29,administrative_parent,ADM4 row / research sector code 34661344; dated ADM3 parent 3466,,,verified
REL-4FB0C72650535851,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61611987,high,,ENT-TN-DELEGATION-B06C74E3ED6B,administrative_parent,ADM4 row / research sector code 61611987; dated ADM3 parent 6161,,,verified
REL-4FC88082E1F35339,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1559380,high,,ENT-TN-DELEGATION-ACB1178786DC,administrative_parent,ADM4 row / research sector code 1559380; dated ADM3 parent 1559,,,verified
REL-4FCE1D8B2BFB52B7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42631569,high,,ENT-TN-DELEGATION-A9463801F6AD,administrative_parent,ADM4 row / research sector code 42631569; dated ADM3 parent 4263,,,verified
REL-4FDB83BE2A4F535B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2355807,high,,ENT-TN-DELEGATION-FF2BD30691C0,administrative_parent,ADM4 row / research sector code 2355807; dated ADM3 parent 2355,,,verified
REL-4FDFEBBD66215BF6,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-2422,high,,ENT-TN-GOVERNORATE-A460B4F223EB,administrative_parent,January 2024 workbook row: governorate 24; municipality code 2422,,,verified
REL-4FE29808707C5B98,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1755517,high,,ENT-TN-DELEGATION-148C846991C4,administrative_parent,ADM4 row / research sector code 1755517; dated ADM3 parent 1755,,,verified
REL-50075B162BE650C2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1556363,high,,ENT-TN-DELEGATION-8CCC58460F99,administrative_parent,ADM4 row / research sector code 1556363; dated ADM3 parent 1556,,,verified
REL-500A7CA5DE555BAE,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-4125,high,,ENT-TN-GOVERNORATE-D28A09D558AD,administrative_parent,January 2024 workbook row: governorate 41; municipality code 4125,,,verified
REL-5032622B3C5154C2,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-2311,high,,ENT-TN-GOVERNORATE-0D738EAC753C,administrative_parent,January 2024 workbook row: governorate 23; municipality code 2311,,,verified
REL-5033C2CE7CEB54AB,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-5311,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-36BABB1475F8,boundary_intersects,"sector evidence rows: 53511850,53511851,53511852,53511853,53511854,53511855,53511856,53511857,53511858,53511859,53511860,53511861,53511862,53511863,53511864",,,source_verified
REL-503431F101745A1F,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-1721,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-28A3B2254932,boundary_intersects,"sector evidence rows: 1764570,1764571",,,source_verified
REL-507CB3E27D185E31,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-11649999,high,,ENT-TN-DELEGATION-1F3317733151,administrative_parent,ADM4 row / research sector code 11649999; dated ADM3 parent 1164,,,verified
REL-509BB9B3B3D65E11,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1566423,high,,ENT-TN-DELEGATION-B95D26E1207F,administrative_parent,ADM4 row / research sector code 1566423; dated ADM3 parent 1566,,,verified
REL-50AB2BFCBF4758D5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1761557,high,,ENT-TN-DELEGATION-5E40024695DE,administrative_parent,ADM4 row / research sector code 1761557; dated ADM3 parent 1761,,,verified
REL-50C43490396C51A7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1651431,high,,ENT-TN-DELEGATION-D52472FD9496,administrative_parent,ADM4 row / research sector code 1651431; dated ADM3 parent 1651,,,verified
REL-50D576B35801528A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-D3ABF7936ACA,high,,ENT-TN-GOVERNORATE-DAC2A2592975,administrative_parent,ADM3 row / dated 264-delegation research code 5352,,,verified
REL-50FCA79973DF5F11,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-1417,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-2592EE0518F8,boundary_intersects,"sector evidence rows: 1456311,1456312,1456313,1456314,1456315,1456316",,,source_verified
REL-51028F4D847752B4,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3223,high,,ENT-TN-GOVERNORATE-5BC9A7217C8C,administrative_parent,January 2024 workbook row: governorate 32; municipality code 3223,,,verified
REL-510A82A5615A5179,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1722,high,,ENT-TN-GOVERNORATE-B1787F907937,administrative_parent,January 2024 workbook row: governorate 17; municipality code 1722,,,verified
REL-512EED0758E35492,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32561082,high,,ENT-TN-DELEGATION-9D23A36B72E1,administrative_parent,ADM4 row / research sector code 32561082; dated ADM3 parent 3256,,,verified
REL-5130DC3BEF8B55D3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32621120,high,,ENT-TN-DELEGATION-1172E32A37EA,administrative_parent,ADM4 row / research sector code 32621120; dated ADM3 parent 3262,,,verified
REL-513D1345009A5D4F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2252691,high,,ENT-TN-DELEGATION-A2C2D831ECC0,administrative_parent,ADM4 row / research sector code 2252691; dated ADM3 parent 2252,,,verified
REL-516B4FEDD9A95905,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33611219,high,,ENT-TN-DELEGATION-8CD3CBC66F17,administrative_parent,ADM4 row / research sector code 33611219; dated ADM3 parent 3361,,,verified
REL-51722F66082C5862,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2356821,high,,ENT-TN-DELEGATION-C151EAFA4BD1,administrative_parent,ADM4 row / research sector code 2356821; dated ADM3 parent 2356,,,verified
REL-5199E425D8F75431,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-QADA-4FF9C49C7D3F,high,,ENT-JO-LIWA-E2D2792EA462,administrative_parent,"Regulation No. 46 of 2000, Article 4; Qada رجم الشامي clause under Liwa الموقر",,,verified
REL-51A7EECF91D05FD0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1751482,high,,ENT-TN-DELEGATION-AADE7E444312,administrative_parent,ADM4 row / research sector code 1751482; dated ADM3 parent 1751,,,verified
REL-51B4D98138205ABA,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-5116,high,,ENT-TN-GOVERNORATE-DF747014232C,administrative_parent,January 2024 workbook row: governorate 51; municipality code 5116,,,verified
REL-51C8BF884A645F1D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1358241,high,,ENT-TN-DELEGATION-7667BCFBBD94,administrative_parent,ADM4 row / research sector code 1358241; dated ADM3 parent 1358,,,verified
REL-5211D1766A685106,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-QADA-DAE63CE24DD8,high,,ENT-JO-LIWA-31557DB26F65,administrative_parent,"Regulation No. 46 of 2000, Article 15; Qada وادي عربة clause under Liwa قصبة العقبة",,,verified
REL-522A3C7A39445FB5,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3127,high,,ENT-TN-GOVERNORATE-07DB5E6D265C,administrative_parent,January 2024 workbook row: governorate 31; municipality code 3127,,,verified
REL-523DEB3B0F635F64,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31611010,high,,ENT-TN-DELEGATION-D06EBCEA26BA,administrative_parent,ADM4 row / research sector code 31611010; dated ADM3 parent 3161,,,verified
REL-52466D29B73D582A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52581835,high,,ENT-TN-DELEGATION-210B7D8A5B50,administrative_parent,ADM4 row / research sector code 52581835; dated ADM3 parent 5258,,,verified
REL-5247F6299E9D5985,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115660,high,,ENT-TN-DELEGATION-F68992D7EA16,administrative_parent,ADM4 row / research sector code 115660; dated ADM3 parent 1156,,,verified
REL-526A64D9ABBC570D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2259761,high,,ENT-TN-DELEGATION-A1AD72837943,administrative_parent,ADM4 row / research sector code 2259761; dated ADM3 parent 2259,,,verified
REL-5273FCD2C3CA55C0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-C41B01AE892E,high,,ENT-TN-GOVERNORATE-36E4260B310C,administrative_parent,ADM3 row / dated 264-delegation research code 4262,,,verified
REL-527F4D5F2B8454D4,2.0.0,historical,SRC-LY-BSC-CENSUS-2006,ENT-LY-SHABIYA-HISTORICAL-13C04BB937EA,high,Historical hierarchy snapshot only.,ENT-LY-COUNTRY,administrative_parent,2006 census region: النقاط الخمس,,,verified
REL-532069802BED5757,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1716,high,,ENT-TN-GOVERNORATE-B1787F907937,administrative_parent,January 2024 workbook row: governorate 17; municipality code 1716,,,verified
REL-5329306443A25CAD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51601755,high,,ENT-TN-DELEGATION-5BB9BF889AC5,administrative_parent,ADM4 row / research sector code 51601755; dated ADM3 parent 5160,,,verified
REL-533D7DB7E08D5653,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1757536,high,,ENT-TN-DELEGATION-4021556E2BEF,administrative_parent,ADM4 row / research sector code 1757536; dated ADM3 parent 1757,,,verified
REL-539759B1278C580C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41611457,high,,ENT-TN-DELEGATION-F9557E5DC693,administrative_parent,ADM4 row / research sector code 41611457; dated ADM3 parent 4161,,,verified
REL-539B73E6092C5866,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2253708,high,,ENT-TN-DELEGATION-997BFDED88CF,administrative_parent,ADM4 row / research sector code 2253708; dated ADM3 parent 2253,,,verified
REL-53F6840B2AB25593,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2155639,high,,ENT-TN-DELEGATION-A97443748914,administrative_parent,ADM4 row / research sector code 2155639; dated ADM3 parent 2155,,,verified
REL-5412A7024F0C50DA,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-2122,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-CCDB3F1D6604,boundary_intersects,"sector evidence rows: 2157650,2157654",,,source_verified
REL-54192E90A2CF540F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2259766,high,,ENT-TN-DELEGATION-A1AD72837943,administrative_parent,ADM4 row / research sector code 2259766; dated ADM3 parent 2259,,,verified
REL-5432113CF4BF58FC,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-1611,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-D52472FD9496,boundary_intersects,"sector evidence rows: 1651427,1651428,1651429,1651430,1651431,1651432,1651433,1651434,1651435",,,source_verified
REL-5439F4DDAF575047,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1654460,high,,ENT-TN-DELEGATION-43EBF7A156A6,administrative_parent,ADM4 row / research sector code 1654460; dated ADM3 parent 1654,,,verified
REL-5458D0564D04575A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1354226,high,,ENT-TN-DELEGATION-A6449AC11294,administrative_parent,ADM4 row / research sector code 1354226; dated ADM3 parent 1354,,,verified
REL-547BDEAD190F427B,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-2C0C4E0A63FB,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 107: مرادة,,,source_verified
REL-5495ED5D7A3B5C70,2.0.0,historical,SRC-LY-BSC-CENSUS-2006,ENT-LY-SHABIYA-HISTORICAL-60953DB053E4,high,Historical hierarchy snapshot only.,ENT-LY-COUNTRY,administrative_parent,2006 census region: الجفارة,,,verified
REL-549908FD9AF4A13F,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-6DCB46097B61,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 19: الرجبان,,,source_verified
REL-54A19E59A2E55D97,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-6112,high,,ENT-TN-GOVERNORATE-467CAA2B1928,administrative_parent,January 2024 workbook row: governorate 61; municipality code 6112,,,verified
REL-54A559AA3112550B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34631318,high,,ENT-TN-DELEGATION-17B9E0494EC7,administrative_parent,ADM4 row / research sector code 34631318; dated ADM3 parent 3463,,,verified
REL-54AC71D29B205A89,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1451287,high,,ENT-TN-DELEGATION-6334381D4972,administrative_parent,ADM4 row / research sector code 1451287; dated ADM3 parent 1451,,,verified
REL-54C2DC52D384571B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1562396,high,,ENT-TN-DELEGATION-4AE753194B10,administrative_parent,ADM4 row / research sector code 1562396; dated ADM3 parent 1562,,,verified
REL-54D8B8B80A095920,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1760556,high,,ENT-TN-DELEGATION-920707B361CE,administrative_parent,ADM4 row / research sector code 1760556; dated ADM3 parent 1760,,,verified
REL-54DBD256F83A5C36,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-BE50E5DE6BD2,high,,ENT-TN-GOVERNORATE-A460B4F223EB,administrative_parent,ADM3 row / dated 264-delegation research code 2461,,,verified
REL-54E545B4A3EF5116,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2356822,high,,ENT-TN-DELEGATION-C151EAFA4BD1,administrative_parent,ADM4 row / research sector code 2356822; dated ADM3 parent 2356,,,verified
REL-54EB626FD82C5C29,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42511469,high,,ENT-TN-DELEGATION-F0E269317685,administrative_parent,ADM4 row / research sector code 42511469; dated ADM3 parent 4251,,,verified
REL-54FC3A853DF9597E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116639,high,,ENT-TN-DELEGATION-D592FC6CD4D2,administrative_parent,ADM4 row / research sector code 116639; dated ADM3 parent 1166,,,verified
REL-5500E2C98CCE5EEC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63562063,high,,ENT-TN-DELEGATION-46FFC1059453,administrative_parent,ADM4 row / research sector code 63562063; dated ADM3 parent 6356,,,verified
REL-550889EA261B5735,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32581097,high,,ENT-TN-DELEGATION-4E58B3CD9CB1,administrative_parent,ADM4 row / research sector code 32581097; dated ADM3 parent 3258,,,verified
REL-550F8A24A22F5EF3,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1718,high,,ENT-TN-GOVERNORATE-B1787F907937,administrative_parent,January 2024 workbook row: governorate 17; municipality code 1718,,,verified
REL-55188F526E4856EA,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2252692,high,,ENT-TN-DELEGATION-A2C2D831ECC0,administrative_parent,ADM4 row / research sector code 2252692; dated ADM3 parent 2252,,,verified
REL-55262B12946C5680,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43611668,high,,ENT-TN-DELEGATION-755242916060,administrative_parent,ADM4 row / research sector code 43611668; dated ADM3 parent 4361,,,verified
REL-556723ED64D45006,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2153611,high,,ENT-TN-DELEGATION-64B47287C7CC,administrative_parent,ADM4 row / research sector code 2153611; dated ADM3 parent 2153,,,verified
REL-5570D8AD708B5AC4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1457322,high,,ENT-TN-DELEGATION-99CBAA7046B8,administrative_parent,ADM4 row / research sector code 1457322; dated ADM3 parent 1457,,,verified
REL-557329845EA956AE,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3419,high,,ENT-TN-GOVERNORATE-97D2B1489F90,administrative_parent,January 2024 workbook row: governorate 34; municipality code 3419,,,verified
REL-55764ED300755AE4,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3123,high,,ENT-TN-GOVERNORATE-07DB5E6D265C,administrative_parent,January 2024 workbook row: governorate 31; municipality code 3123,,,verified
REL-55788A3FAE8B5EA0,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3119,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-EF5957AC15F4,boundary_intersects,"sector evidence rows: 3159990,3159991,3159992",,,source_verified
REL-557B508CC89D5C03,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34531248,high,,ENT-TN-DELEGATION-EA875BA2BFE0,administrative_parent,ADM4 row / research sector code 34531248; dated ADM3 parent 3453,,,verified
REL-557BE17F21DA54BA,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3417,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-99EBA5A17CB9,boundary_intersects,"sector evidence rows: 34561266,34561267",,,source_verified
REL-5590B7E6D4765429,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2458922,high,,ENT-TN-DELEGATION-2F6C05AAB735,administrative_parent,ADM4 row / research sector code 2458922; dated ADM3 parent 2458,,,verified
REL-5597E6CF2A3C59C3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1457317,high,,ENT-TN-DELEGATION-99CBAA7046B8,administrative_parent,ADM4 row / research sector code 1457317; dated ADM3 parent 1457,,,verified
REL-55A2E81F21785F6E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42571511,high,,ENT-TN-DELEGATION-184C444E7833,administrative_parent,ADM4 row / research sector code 42571511; dated ADM3 parent 4257,,,verified
REL-55ACA90FA2945390,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42591523,high,,ENT-TN-DELEGATION-9AB968FD4EE0,administrative_parent,ADM4 row / research sector code 42591523; dated ADM3 parent 4259,,,verified
REL-55C7C8A101F05F86,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-11515,high,,ENT-TN-DELEGATION-CEF958458571,administrative_parent,ADM4 row / research sector code 11515; dated ADM3 parent 1151,,,verified
REL-55D7A08CF86D51F0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-EE9A7B5ED169,high,,ENT-TN-GOVERNORATE-78D6D85AF6A0,administrative_parent,ADM3 row / dated 264-delegation research code 1255,,,verified
REL-55E4D7A288B45168,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1358240,high,,ENT-TN-DELEGATION-7667BCFBBD94,administrative_parent,ADM4 row / research sector code 1358240; dated ADM3 parent 1358,,,verified
REL-55E753150ABD503C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61591973,high,,ENT-TN-DELEGATION-17D9D56D8808,administrative_parent,ADM4 row / research sector code 61591973; dated ADM3 parent 6159,,,verified
REL-563F590D80D25573,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-FD2AE43A4C3D,high,,ENT-TN-GOVERNORATE-36E4260B310C,administrative_parent,ADM3 row / dated 264-delegation research code 4256,,,verified
REL-56422AEB48ED592A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41541393,high,,ENT-TN-DELEGATION-A6D2E459547E,administrative_parent,ADM4 row / research sector code 41541393; dated ADM3 parent 4154,,,verified
