governorate_code,municipality_code,official_name_ar,official_name_fr,research_mun_uid,mapping_review,latitude,longitude,source_locator
33,3315,شربان,Chorbane,207,exact_or_high_confidence_label_match,35.219295,10.422603,January 2024 workbook row: governorate 33; municipality code 3315
33,3316,ھبيرة,Hebira,195,exact_or_high_confidence_label_match,35.271754,10.259811,January 2024 workbook row: governorate 33; municipality code 3316
33,3317,السواسي,Essouassi,208,exact_or_high_confidence_label_match,35.324871,10.564784,January 2024 workbook row: governorate 33; municipality code 3317
33,3318,الجمّ,El Djem,209,exact_or_high_confidence_label_match,35.290593,10.680021,January 2024 workbook row: governorate 33; municipality code 3318
33,3319,سيدي زيد - أولاد مولاهم,Kerker,200,exact_or_high_confidence_label_match,35.427412,10.648903,January 2024 workbook row: governorate 33; municipality code 3319
33,3320,الشابة,Chebba,205,exact_or_high_confidence_label_match,35.243669,11.056776,January 2024 workbook row: governorate 33; municipality code 3320
33,3321,ملولش,Melloulech,203,exact_or_high_confidence_label_match,35.171197,10.981691,January 2024 workbook row: governorate 33; municipality code 3321
33,3322,سيدي علوان,Sidi Alouane,206,exact_or_high_confidence_label_match,35.369315,10.874895,January 2024 workbook row: governorate 33; municipality code 3322
33,3323,قصور الساف,Ksour Essef,210,exact_or_high_confidence_label_match,35.417883,10.961823,January 2024 workbook row: governorate 33; municipality code 3323
33,3324,البرادعة,El Bradâa,201,exact_or_high_confidence_label_match,35.323569,10.982582,January 2024 workbook row: governorate 33; municipality code 3324
33,3325,سيدي زيد اولاد مولاھم,Sidi Zid-Ouled Moulahem,202,exact_or_high_confidence_label_match,35.373045,10.456762,January 2024 workbook row: governorate 33; municipality code 3325
33,3326,الحكائمة,El Hekaima,198,exact_or_high_confidence_label_match,35.471019,10.901168,January 2024 workbook row: governorate 33; municipality code 3326
33,3327,تلالسة,Talalsa,197,reviewed_label_match,35.324296,10.782386,January 2024 workbook row: governorate 33; municipality code 3327
33,3328,زالبة,Zalba,196,exact_or_high_confidence_label_match,35.248312,10.875157,January 2024 workbook row: governorate 33; municipality code 3328
34,3411,صفاقس,Sfax,234,exact_or_high_confidence_label_match,34.755457,10.769119,January 2024 workbook row: governorate 34; municipality code 3411
34,3412,ساقية الزيت,Sakiet Ezzit,233,exact_or_high_confidence_label_match,34.870877,10.736418,January 2024 workbook row: governorate 34; municipality code 3412
34,3413,شيحية,Chihia,220,exact_or_high_confidence_label_match,34.796592,10.740205,January 2024 workbook row: governorate 34; municipality code 3413
34,3414,ساقية الداير,Sakiet Eddaier,232,exact_or_high_confidence_label_match,34.848233,10.812712,January 2024 workbook row: governorate 34; municipality code 3414
34,3415,قرمدة,Gremda,228,exact_or_high_confidence_label_match,34.788706,10.720613,January 2024 workbook row: governorate 34; municipality code 3415
34,3416,العين,El ain,230,exact_or_high_confidence_label_match,34.769928,10.696604,January 2024 workbook row: governorate 34; municipality code 3416
34,3417,طينة,Tina,231,exact_or_high_confidence_label_match,34.669499,10.695819,January 2024 workbook row: governorate 34; municipality code 3417
34,3418,عقارب‎,Agareb,229,exact_or_high_confidence_label_match,34.744788,10.449226,January 2024 workbook row: governorate 34; municipality code 3418
34,3419,جبنيانة,Djebeniana,222,exact_or_high_confidence_label_match,35.089034,10.878347,January 2024 workbook row: governorate 34; municipality code 3419
34,3420,الحنشة,El Hencha,224,exact_or_high_confidence_label_match,35.158906,10.716028,January 2024 workbook row: governorate 34; municipality code 3420
34,3421,منزل شاكر,Menzel Chaker,218,exact_or_high_confidence_label_match,34.981469,10.32632,January 2024 workbook row: governorate 34; municipality code 3421
34,3422,الغريبة,El Gheraiba,213,exact_or_high_confidence_label_match,34.50135,10.217839,January 2024 workbook row: governorate 34; municipality code 3422
34,3423,بئر علي بن خليفة,Bir Ali Ben Khelifa,223,exact_or_high_confidence_label_match,34.647996,10.04361,January 2024 workbook row: governorate 34; municipality code 3423
34,3424,الصخيرة,Skhira,226,exact_or_high_confidence_label_match,34.334937,9.96785,January 2024 workbook row: governorate 34; municipality code 3424
34,3425,المحرص,Mahrès,225,exact_or_high_confidence_label_match,34.54602,10.436047,January 2024 workbook row: governorate 34; municipality code 3425
34,3426,قرقنة,Kerkennah,212,exact_or_high_confidence_label_match,34.702852,11.154052,January 2024 workbook row: governorate 34; municipality code 3426
34,3427,العامرة,El Amra,221,exact_or_high_confidence_label_match,34.945392,10.872894,January 2024 workbook row: governorate 34; municipality code 3427
34,3428,العوابد - الخزانات,El Aouabed-Khazanet,227,reviewed_label_match,34.82838,10.656449,January 2024 workbook row: governorate 34; municipality code 3428
34,3429,بئر علي الشمالية,Bir Ali Nord,215,explicit_reviewed_residual,35.057373,10.593825,January 2024 workbook row: governorate 34; municipality code 3429
34,3430,الحاجب,El Hajeb,217,exact_or_high_confidence_label_match,34.703537,10.652577,January 2024 workbook row: governorate 34; municipality code 3430
34,3431,حزق اللوزة,Hzag-Ellouza,216,reviewed_label_match,35.052199,10.980567,January 2024 workbook row: governorate 34; municipality code 3431
34,3432,النور - صفاقس,Ennour - Sfax,219,explicit_reviewed_residual,34.781947,10.140223,January 2024 workbook row: governorate 34; municipality code 3432
34,3433,النصر,En-Nacer,214,explicit_reviewed_residual,34.995729,10.75838,January 2024 workbook row: governorate 34; municipality code 3433
41,4111,القيروان,Kairouan,253,exact_or_high_confidence_label_match,35.694893,10.121486,January 2024 workbook row: governorate 41; municipality code 4111
41,4112,الشبيكة,Echbika,242,exact_or_high_confidence_label_match,35.700202,9.912179,January 2024 workbook row: governorate 41; municipality code 4112
41,4113,السبيخة,Sbikha,251,exact_or_high_confidence_label_match,35.912381,9.973166,January 2024 workbook row: governorate 41; municipality code 4113
41,4114,الوسلاتية,El Oueslatia,248,exact_or_high_confidence_label_match,35.904907,9.662731,January 2024 workbook row: governorate 41; municipality code 4114
41,4115,عين جلولة,Ain Djeloula,235,exact_or_high_confidence_label_match,35.791083,9.769112,January 2024 workbook row: governorate 41; municipality code 4115
41,4116,حفوز,Haffouz,247,exact_or_high_confidence_label_match,35.666847,9.711771,January 2024 workbook row: governorate 41; municipality code 4116
41,4117,العلا,El Alâa,249,exact_or_high_confidence_label_match,35.644893,9.464932,January 2024 workbook row: governorate 41; municipality code 4117
41,4118,حاجب العيون,Hajeb El Ayoun,245,exact_or_high_confidence_label_match,35.362774,9.615566,January 2024 workbook row: governorate 41; municipality code 4118
41,4119,نصر الله,Nasrallah,243,exact_or_high_confidence_label_match,35.265138,9.824363,January 2024 workbook row: governorate 41; municipality code 4119
41,4120,منزل المھيري,Menzel Mehiri,237,exact_or_high_confidence_label_match,35.412482,9.80515,January 2024 workbook row: governorate 41; municipality code 4120
41,4121,الشراردة,Echrarda,239,exact_or_high_confidence_label_match,35.111853,10.055368,January 2024 workbook row: governorate 41; municipality code 4121
41,4122,بوحجلة,Bouhajla,252,exact_or_high_confidence_label_match,35.362053,10.087297,January 2024 workbook row: governorate 41; municipality code 4122
41,4123,سيسب - الذريعات,Sisseb-Ed-Dheriaat,250,exact_or_high_confidence_label_match,36.014563,10.156754,January 2024 workbook row: governorate 41; municipality code 4123
41,4124,جھينة,Jehina,246,exact_or_high_confidence_label_match,35.312043,9.975203,January 2024 workbook row: governorate 41; municipality code 4124
41,4125,رقادة,Rakada,244,exact_or_high_confidence_label_match,35.540617,10.087831,January 2024 workbook row: governorate 41; municipality code 4125
41,4126,عبيدة,Abida,241,exact_or_high_confidence_label_match,35.557003,9.909183,January 2024 workbook row: governorate 41; municipality code 4126
41,4127,الشوايحية,Chwayhia,240,explicit_reviewed_residual,35.205503,10.047227,January 2024 workbook row: governorate 41; municipality code 4127
41,4128,عين البيضاء,El Aîn El Beidha,238,exact_or_high_confidence_label_match,35.524286,9.6967,January 2024 workbook row: governorate 41; municipality code 4128
41,4129,الشواشي,Chaouachi,236,explicit_reviewed_residual,35.50616,9.522451,January 2024 workbook row: governorate 41; municipality code 4129
42,4211,القصرين,Kasserine,268,exact_or_high_confidence_label_match,35.081325,8.702365,January 2024 workbook row: governorate 42; municipality code 4211
42,4212,سبيطلة,Sbeitla,270,exact_or_high_confidence_label_match,35.209738,9.129683,January 2024 workbook row: governorate 42; municipality code 4212
42,4213,سبيبة,Sbiba,264,exact_or_high_confidence_label_match,35.538513,9.132043,January 2024 workbook row: governorate 42; municipality code 4213
42,4214,جدليان,Djedeliane,255,exact_or_high_confidence_label_match,35.650786,8.917973,January 2024 workbook row: governorate 42; municipality code 4214
42,4215,تالة,Thala,271,exact_or_high_confidence_label_match,35.591414,8.705183,January 2024 workbook row: governorate 42; municipality code 4215
42,4216,حيدرة,Hidra,254,exact_or_high_confidence_label_match,35.54346,8.491029,January 2024 workbook row: governorate 42; municipality code 4216
42,4217,فوسانة,Foussana,267,exact_or_high_confidence_label_match,35.351572,8.490198,January 2024 workbook row: governorate 42; municipality code 4217
42,4218,فريانة,Feriana,269,exact_or_high_confidence_label_match,34.909143,8.432922,January 2024 workbook row: governorate 42; municipality code 4218
42,4219,تلابت,Telept,258,exact_or_high_confidence_label_match,35.088742,8.488577,January 2024 workbook row: governorate 42; municipality code 4219
42,4220,ماجل بالعباس,Majel Bel Abbes,265,exact_or_high_confidence_label_match,34.771411,8.548632,January 2024 workbook row: governorate 42; municipality code 4220
42,4221,العيون,El Ayoun,261,exact_or_high_confidence_label_match,35.510582,8.887692,January 2024 workbook row: governorate 42; municipality code 4221
42,4222,حاسي الفريد,Hassi El Farid,262,exact_or_high_confidence_label_match,34.959458,8.928029,January 2024 workbook row: governorate 42; municipality code 4222
42,4223,الشرائع - مشرق الشمس,Ez-Zouhour,263,exact_or_high_confidence_label_match,35.158591,8.830658,January 2024 workbook row: governorate 42; municipality code 4223
42,4224,النور - القصرين,En-Nour - Kasserine,272,exact_or_high_confidence_label_match,35.166697,8.850772,January 2024 workbook row: governorate 42; municipality code 4224
42,4225,الشرائع مشرق الشمس,Ech-Charayaa- Machrek Ech-Chams,266,exact_or_high_confidence_label_match,35.336015,9.002965,January 2024 workbook row: governorate 42; municipality code 4225
42,4226,الرخمات,Er-Rakhmet,257,exact_or_high_confidence_label_match,35.094024,9.210643,January 2024 workbook row: governorate 42; municipality code 4226
42,4227,عين الخمايسية,Ain El Khemaissia,260,exact_or_high_confidence_label_match,35.455299,9.193327,January 2024 workbook row: governorate 42; municipality code 4227
42,4228,خمودة,Khmouda,259,exact_or_high_confidence_label_match,35.291182,8.683618,January 2024 workbook row: governorate 42; municipality code 4228
42,4229,بوزقام,Bouzguam,256,exact_or_high_confidence_label_match,35.168886,8.871852,January 2024 workbook row: governorate 42; municipality code 4229
43,4311,سيدي بوزيد,Sidi Bouzid,289,exact_or_high_confidence_label_match,35.006173,9.416153,January 2024 workbook row: governorate 43; municipality code 4311
43,4312,جلمة,Djelma,283,reviewed_label_match,35.27256,9.426898,January 2024 workbook row: governorate 43; municipality code 4312
43,4313,سبالة,Cebalet,278,exact_or_high_confidence_label_match,35.227724,9.275075,January 2024 workbook row: governorate 43; municipality code 4313
43,4314,بئر الحفي,Bir El Hafey,287,exact_or_high_confidence_label_match,34.928077,9.262814,January 2024 workbook row: governorate 43; municipality code 4314
43,4315,سيدي علي بن عون,Sidi Ali Ben Aoun,276,exact_or_high_confidence_label_match,34.820349,9.162076,January 2024 workbook row: governorate 43; municipality code 4315
43,4316,منزل بوزيان,Menzel Bouzaine,286,exact_or_high_confidence_label_match,34.638211,9.407512,January 2024 workbook row: governorate 43; municipality code 4316
43,4317,المكناسي,Meknassy,281,exact_or_high_confidence_label_match,34.629862,9.621183,January 2024 workbook row: governorate 43; municipality code 4317
43,4318,المزونة,Mezzouna,284,exact_or_high_confidence_label_match,34.456242,9.741139,January 2024 workbook row: governorate 43; municipality code 4318
43,4319,الرّقاب,Regueb,288,exact_or_high_confidence_label_match,34.823207,9.798647,January 2024 workbook row: governorate 43; municipality code 4319
43,4320,اولاد حفوز,Ouled Haffouz,277,exact_or_high_confidence_label_match,35.108931,9.855752,January 2024 workbook row: governorate 43; municipality code 4320
43,4321,سعيدة,Essaaida,280,exact_or_high_confidence_label_match,34.972487,9.943393,January 2024 workbook row: governorate 43; municipality code 4321
43,4322,سوق الجديد,Souk Jedid,279,exact_or_high_confidence_label_match,34.862356,9.563566,January 2024 workbook row: governorate 43; municipality code 4322
43,4323,لسودة,EL Assouada,285,exact_or_high_confidence_label_match,35.031028,9.549553,January 2024 workbook row: governorate 43; municipality code 4323
43,4324,الفائض بنور,Faiedh Bennour,282,exact_or_high_confidence_label_match,35.126669,9.633676,January 2024 workbook row: governorate 43; municipality code 4324
43,4325,باطن الغزال,Batten  El Ghézel,275,exact_or_high_confidence_label_match,35.404461,9.359801,January 2024 workbook row: governorate 43; municipality code 4325
43,4326,رحال,Rahal,274,exact_or_high_confidence_label_match,34.785105,9.327442,January 2024 workbook row: governorate 43; municipality code 4326
43,4327,المنصورة,El Mansoura,273,exact_or_high_confidence_label_match,34.760149,9.048783,January 2024 workbook row: governorate 43; municipality code 4327
51,5111,قابس,Gabes,305,exact_or_high_confidence_label_match,33.882341,10.097178,January 2024 workbook row: governorate 51; municipality code 5111
51,5112,شنني نحال,Chenini Nahal,300,exact_or_high_confidence_label_match,33.867335,9.97797,January 2024 workbook row: governorate 51; municipality code 5112
51,5113,غنوش,Ghanouch,302,exact_or_high_confidence_label_match,33.945228,10.054525,January 2024 workbook row: governorate 51; municipality code 5113
51,5114,المطوية,El Metouia,295,exact_or_high_confidence_label_match,34.012107,9.992843,January 2024 workbook row: governorate 51; municipality code 5114
51,5115,وذرف,Ouedhref,298,exact_or_high_confidence_label_match,34.075935,9.934028,January 2024 workbook row: governorate 51; municipality code 5115
51,5116,الحامة,El Hamma,304,exact_or_high_confidence_label_match,33.783159,9.732678,January 2024 workbook row: governorate 51; municipality code 5116
51,5117,مطماطة,Matmata,290,exact_or_high_confidence_label_match,33.448475,9.805517,January 2024 workbook row: governorate 51; municipality code 5117
51,5118,مطماطة الجديدة,Nouvelle Matmata,297,exact_or_high_confidence_label_match,33.623296,9.917965,January 2024 workbook row: governorate 51; municipality code 5118
51,5119,مارث,Mareth,303,exact_or_high_confidence_label_match,33.565298,10.261941,January 2024 workbook row: governorate 51; municipality code 5119
51,5120,الزرات,Ezzarat,291,exact_or_high_confidence_label_match,33.660356,10.361145,January 2024 workbook row: governorate 51; municipality code 5120
51,5121,منزل الحبيب,Menzel El Habib,292,exact_or_high_confidence_label_match,34.160313,9.61838,January 2024 workbook row: governorate 51; municipality code 5121
51,5122,بوشمة,Bou-chemma,294,exact_or_high_confidence_label_match,33.903151,10.022952,January 2024 workbook row: governorate 51; municipality code 5122
51,5123,طبلبو,Teboulbou,301,exact_or_high_confidence_label_match,33.781381,10.058832,January 2024 workbook row: governorate 51; municipality code 5123
51,5124,الحامة الغربية,Hamma Ouest,299,reviewed_label_match,33.928479,9.505396,January 2024 workbook row: governorate 51; municipality code 5124
51,5125,كتانة,Kattana,296,reviewed_label_match,33.715857,10.205076,January 2024 workbook row: governorate 51; municipality code 5125
51,5126,دخيلة توجان,Dkhilet Toujane,293,exact_or_high_confidence_label_match,33.413782,10.105998,January 2024 workbook row: governorate 51; municipality code 5126
52,5211,مدنين,Mednine,315,exact_or_high_confidence_label_match,33.354409,10.539265,January 2024 workbook row: governorate 52; municipality code 5211
52,5212,بني خداش,Beni Khedache,309,exact_or_high_confidence_label_match,33.227949,10.119264,January 2024 workbook row: governorate 52; municipality code 5212
52,5213,بن قردان,Ben Guerdane,314,exact_or_high_confidence_label_match,32.895071,11.194514,January 2024 workbook row: governorate 52; municipality code 5213
52,5214,جرجيس,Zarzis,311,exact_or_high_confidence_label_match,33.406114,10.96986,January 2024 workbook row: governorate 52; municipality code 5214
52,5215,حومة السوق,Djerba Houmet Souk,313,exact_or_high_confidence_label_match,33.851568,10.861461,January 2024 workbook row: governorate 52; municipality code 5215
52,5216,ميدون,Djerba Midoun,312,exact_or_high_confidence_label_match,33.769892,10.956221,January 2024 workbook row: governorate 52; municipality code 5216
52,5217,اجيم,Djerba Ajim,307,exact_or_high_confidence_label_match,33.758635,10.809028,January 2024 workbook row: governorate 52; municipality code 5217
52,5218,سيدي مخلوف,Sidi Makhlouf,308,exact_or_high_confidence_label_match,33.54389,10.522352,January 2024 workbook row: governorate 52; municipality code 5218
52,5219,جرجيس الشمالية,Zarzis Nord,310,reviewed_label_match,33.55836,11.000842,January 2024 workbook row: governorate 52; municipality code 5219
52,5220,بوغرارة,Bou-Ghrara,306,exact_or_high_confidence_label_match,33.561115,10.664506,January 2024 workbook row: governorate 52; municipality code 5220
53,5311,تطاوين‎,Tataouine,322,exact_or_high_confidence_label_match,32.687743,10.701339,January 2024 workbook row: governorate 53; municipality code 5311
53,5312,بئر الاحمر,Bir Lahmar,318,exact_or_high_confidence_label_match,33.149803,10.450899,January 2024 workbook row: governorate 53; municipality code 5312
53,5313,غمراسن,Ghomrassen,321,exact_or_high_confidence_label_match,33.044173,10.241326,January 2024 workbook row: governorate 53; municipality code 5313
53,5314,الذھيبة,Dhehiba,316,exact_or_high_confidence_label_match,31.968402,10.516893,January 2024 workbook row: governorate 53; municipality code 5314
53,5315,رمادة‎,Remada,319,exact_or_high_confidence_label_match,31.760149,9.697399,January 2024 workbook row: governorate 53; municipality code 5315
53,5316,الصمار,Smar,320,exact_or_high_confidence_label_match,32.772308,10.96935,January 2024 workbook row: governorate 53; municipality code 5316
53,5317,تطاوين الجنوبية,Tataouine Sud,317,explicit_reviewed_residual,32.7857,10.182992,January 2024 workbook row: governorate 53; municipality code 5317
61,6111,قفصة,Gafsa,335,exact_or_high_confidence_label_match,34.505078,8.748287,January 2024 workbook row: governorate 61; municipality code 6111
61,6112,القصر‎,El Ksar,333,exact_or_high_confidence_label_match,34.413967,8.888521,January 2024 workbook row: governorate 61; municipality code 6112
61,6113,أم العرائس,Moularès,331,reviewed_label_match,34.519424,8.364074,January 2024 workbook row: governorate 61; municipality code 6113
61,6114,الرديف,Redeyef,332,exact_or_high_confidence_label_match,34.366822,8.177069,January 2024 workbook row: governorate 61; municipality code 6114
61,6115,المتلوي,Metlaoui,334,exact_or_high_confidence_label_match,34.225007,8.390319,January 2024 workbook row: governorate 61; municipality code 6115
61,6116,المظيلة,Mdhila,328,exact_or_high_confidence_label_match,34.203661,8.69966,January 2024 workbook row: governorate 61; municipality code 6116
61,6117,القطار,Guetar,329,exact_or_high_confidence_label_match,34.270051,9.019287,January 2024 workbook row: governorate 61; municipality code 6117
61,6118,السند,Sned,330,exact_or_high_confidence_label_match,34.56722,9.203845,January 2024 workbook row: governorate 61; municipality code 6118
61,6119,بلخير,Belkhir,326,exact_or_high_confidence_label_match,34.325182,9.360853,January 2024 workbook row: governorate 61; municipality code 6119
61,6120,سيدي عيش,Sidi Aich,325,exact_or_high_confidence_label_match,34.685481,8.826421,January 2024 workbook row: governorate 61; municipality code 6120
61,6121,لالة,Lala,324,exact_or_high_confidence_label_match,34.380987,8.857219,January 2024 workbook row: governorate 61; municipality code 6121
61,6122,سيدي بوبكر,Sidi Boubaker,323,exact_or_high_confidence_label_match,34.665531,8.381844,January 2024 workbook row: governorate 61; municipality code 6122
61,6123,زانوش,Zanouch,327,reviewed_label_match,34.481954,9.091367,January 2024 workbook row: governorate 61; municipality code 6123
62,6211,توزر,Tozeur,341,exact_or_high_confidence_label_match,33.892133,8.115141,January 2024 workbook row: governorate 62; municipality code 6211
62,6212,دقاش,De guech,339,exact_or_high_confidence_label_match,33.949177,8.392918,January 2024 workbook row: governorate 62; municipality code 6212
62,6213,حامة الجريد,Hamet Jerid,338,exact_or_high_confidence_label_match,34.137125,8.154011,January 2024 workbook row: governorate 62; municipality code 6213
62,6214,نفطة,Nefta,340,exact_or_high_confidence_label_match,33.819111,7.898876,January 2024 workbook row: governorate 62; municipality code 6214
62,6215,تمغزة,Tameghza,337,exact_or_high_confidence_label_match,34.2636,7.89369,January 2024 workbook row: governorate 62; municipality code 6215
62,6216,الواحة,Hazoua,336,exact_or_high_confidence_label_match,33.761166,7.686417,January 2024 workbook row: governorate 62; municipality code 6216
63,6311,قبلي,Kebili,350,exact_or_high_confidence_label_match,33.821042,9.141686,January 2024 workbook row: governorate 63; municipality code 6311
63,6312,جمنة,Jemna,343,exact_or_high_confidence_label_match,33.596297,9.221713,January 2024 workbook row: governorate 63; municipality code 6312
63,6313,دوز,Douz,349,exact_or_high_confidence_label_match,33.097738,9.373186,January 2024 workbook row: governorate 63; municipality code 6313
63,6314,القلعة,El Golâa,344,exact_or_high_confidence_label_match,33.494968,8.995303,January 2024 workbook row: governorate 63; municipality code 6314
63,6315,سوق الاحد‎,Souk El Ahad,348,exact_or_high_confidence_label_match,33.963287,8.925972,January 2024 workbook row: governorate 63; municipality code 6315
63,6316,القلعة - المعدن - القصور,Faouar,347,exact_or_high_confidence_label_match,33.074379,8.583999,January 2024 workbook row: governorate 63; municipality code 6316
63,6317,رجيم معتوق,Rejim Maatoug,342,exact_or_high_confidence_label_match,33.420708,8.110389,January 2024 workbook row: governorate 63; municipality code 6317
63,6318,بشلي جرسين البليدات,Bechelli-Jersine-El Blidete,346,exact_or_high_confidence_label_match,33.603333,8.805267,January 2024 workbook row: governorate 63; municipality code 6318
63,6319,الفوار - الابريقات,Bèchri-Fatnassa,345,exact_or_high_confidence_label_match,33.828309,8.651678,January 2024 workbook row: governorate 63; municipality code 6319
